Zhang et al. Secondary Follicle and Antral Follicle,Li et al. GV Oocyte library,Sun et al. GV oocyte ,,
2::Q8CGC4;2::Q8BM41,Q9CY46;Q9QXA5,A0A140T8T7,,
2::P61226,Q11011,A0A1B0GQV2,,
2::E9Q616;2::G5E8K8,P40142,A0A1B0GR11,,
2::A2AX52,E9Q4Z2,A0A1B0GR18,,
2::Q9JKX6;2::A0A0A6YVU1,O08547,A0A1B0GR85,,
2::P14873,P09055,A0A1B0GRS2,,
2::Q9QZ82;2::A0A087WRA8;2::A0A087WRU6,Q9D819,A0A1B0GS91,,
2::Q80W85,Q9D7P9,A0A1B0GSA5,,
2::P24369,Q7TPW1,A0A1B0GSG5,,
2::Q6KCD5,A2A763;P70353,A0A1B0GSH8,,
2::P61982,G5E896,A0A1B0GSU0,,
2::O89023,Q80X90,A0A1B0GSX0,,
2::Q9D819,Q6PDI5,A0A1B0GSX7,,
2::Q8BMS1,Q52KC3,A0A1C7CYV3,,
2::A2A4A6,P58281,A0A1D5RLD1,,
2::Q3TMH2,Q99MV1,A0A1D5RLF0,,
2::P62748;2::A2A7R5;2::D3Z1M0,Q61753,A0A1D5RLG3,,
2::P17879,P05202,A0A1D5RM85,,
2::D3YZC1,Q8VBT9,A0A1D5RMD4,,
2::Q5EER8,P22907,A0A1D5RMI8,,
2::F7AI47,Q9R1M5,A0A1D5RML8,,
2::Q9QZQ8,P07742,A0A1L1SQ51,,
2::Q8VCI0,L7N1W9,A0A1L1SRH8,,
2::P51655,Q78RX3,A0A1L1SRJ4,,
2::E9QK41,Q3UA06,A0A1L1SRT0,,
2::P20918,Q6P5E4,A0A1L1SSA4,,
2::Q61033,Q8BML9,A0A1L1SSF2,,
2::P16406;2::F6YHW2;2::F7B9G4,P35564,A0A1L1ST22,,
2::Q8C2Y5,O88520,A0A1L1STE6,,
2::P63038;2::D3Z2F2;2::D3Z7J9,E9Q411,A0A1L1SV73,,
2::E9Q1Z0,Q9EPU0,A0A1N9M8A6,,
2::F6QPR1,Q9QYJ0,A0A1S6GWJ4,,
2::Q05816,Q91YT7,A0A1W2P6Q8,,
2::Q4VAA2;2::A0A087WS49,E9QMN5;Q8CHY6,A0A1W2P702,,
2::A2AI52,Q9Z1G3,A0A1W2P768,,
2::P13864;2::J3QNW0,P70303,A0A1W2P7A1,,
2::Q91VA7;2::V9GXV0,P60710,A0A1W2P7K6,,
2::Q4VWZ5;2::D3Z563,A0A087WS46;O70251,A0A1W2P7Q9,,
2::E9PUF4;2::E9PYZ7;2::Q6NZN0,Q6IRU5,A0A1W2P8C0,,
2::B1AYU7,P26039,A0A1Y7VJA2,,
2::P97742,P35761,A0A1Y7VJT0,,
2::O88531;2::B1B0P8,P28659,A0A1Y7VKY1,,
2::Q9WTL7,Q61686,A0A1Y7VMN0,,
2::Q3V0K9;2::D3Z6J7,A0A0A0MQB0;Q4PJX1,A0A217FL83,,
2::Q61285,Q9CWU5,A0A286YCG8,,
2::P38647,Q66X19,A0A286YCV9,,
2::P47911,O89116,A0A286YCZ5,,
2::E9Q1Y9,Q8QZS1,A0A286YD34,,
2::P52825;2::A2A8E7;2::A2A8E9,Q8R1S0,A0A286YD76,,
2::A9C473,Q8BWR8,Q6AXC6,,
2::Q9QXS1;2::E9PW24;2::F6R059,Q3V086,A0A286YDV7,,
2::P62717;2::F6YJW4,P13864,A0A2C9F2D2,,
2::Q5SYD0,Q5SWY7,A0A2I3BPC5,,
2::Q9D0L1,Q60692,A0A2I3BPG9,,
2::Q9CRY7,K4DI59;P97386;Q3UC82;Q80ZH7,A0A2I3BPQ5,,
2::A2AQ53;2::Q61554,Q99PV0,A0A2I3BPX3,,
2::A2AH25,Q3UGC7;Q66JS6,A0A2I3BQ50,,
2::P52196,O35691;Q3TUQ5,A0A2I3BQJ3,,
2::Q8C9B9,P80315,A0A2I3BQS6,,
2::Q3TXV4,E9Q4M2;P54310,A0A2I3BQV5,,
2::B7FAU9;2::B7FAV1;2::J3JS91,Q99LB2,A0A2I3BR29,,
2::Q8R409,Q9D0I9,A0A2I3BRL3,,
2::Q920E5,Q9WU84,A0A2I3BRL8,,
2::P68040,Q8BL66,A0A2K6EDP7,,
2::Q8C605;2::D3YUA3;2::F6YL81,A6H5Y3,A0JNY3,,
2::O70433,P70168,A1BN54,,
2::P63005;2::Q5SW16,E9PWN0;Q99PI5,A2A432,,
2::Q8C8R3;2::S4R1I1;2::S4R1J9;2::S4R1V6;2::S4R245;2::S4R2B2,P37804,A2A4J8,,
2::Q8BFW7,B7FAU9;B7FAV1;Q8BTM8,A2A4P4,,
2::Q62167;2::P16381,Q76MZ3,A2A5N3,,
2::Q3TLP5;2::F6YTG0;2::F6Z5N5,Q9JMC3,A2A5R2,,
2::O08997,Q921S7,A2A7S7,,
2::Q9JJG0,P14869,A2A841,,
2::H9KV00;2::H9KV02,Q9WUM4,A2A8L5,,
2::O08807;2::B1AZS9,Q8VDJ3,A2A8N0,,
2::Q9JIF7,P28867,A2A8N2,,
2::Q9QYR9,P23116,A2A958,,
2::O08599,P14148,A2A9H6,,
2::Q9CWD8,Q3UH59;Q61879,A2A9M4,,
2::Q9D7S7,Q9Z2G9,A2A9Q2,,
2::P02468,A2AFJ1;Q60973,A2ACG7,,
2::Q9JHU9,P62281,A2ACP1,,
2::P10126;2::D3YZ68;2::D3Z3I8,Q99LF4,A2ADH1,,
2::Q9D0F3;2::D3Z5B9,P61205;P84078,A2ADY9,,
2::A0A0A6YX50,Q91W86,A2AE27,,
2::Q91WT7,Q8BI58,A2AE89,,
2::A3KFU5;2::V9GXG3,B8JJM5;B8JJN0;P04186,A2AEG2,,
2::Q9D2R0,P62748,A2AEG6,,
2::P15306,Q9Z0N1,A2AEM2,,
2::O70251;2::A0A087WS46;2::G3UX43;2::M0QWH8,Q6P5D8,A2AER4,,
2::Q9R1Q7,P20029,A2AEW1,,
2::B2KGF0;2::A0A087WQM3,P50580,A2AF33,,
2::E9Q7L0,G3V011;P70248;Q8CG29,A2AFI6,,
2::G3UX26;2::D3YUN8;2::D3YZT5,Q9R111,A2AFQ0,,
2::Q8BGJ5;2::E9Q0W3;2::E9QMW9;2::F7AXP1;2::F7DCW4;2::P17225;2::Q8CB58,P53811,A2AFQ2,,
2::Q9R1J0,Q99PU8,A2AFY7,,
2::B2RUM3,Q3TDQ1,A2AG58,,
2::P97429;2::D3Z0S1;2::F7ANV6;2::S4R1F2,O89112,A2AGL5,,
2::P06801;2::Q3TQP6,Q01853,A2AGQ5,,
2::P40142,Q8BH24,A2AGT5,,
2::Q8BP67;2::F6RSK3,Q9WU78,A2AH25,,
2::G3XA25;2::F2Z459;2::Q80X81,P80317,A2AH85,,
2::P62849,O08638,A2AHZ2,,
2::Q61686;2::D3Z0U2,O08715,A2AI52,,
2::P27659;2::A0A087WQK0;2::E9PWZ3,P54775,A2AIM4,,
2::Q9QZD9;2::A2AE03,Q8K409,E9QAT4,,
2::P68037;2::D3YZS3,A2AN08,A2AJQ0,,
2::P17742;2::F8VPN3,Q7TN29,A2AKB9,,
2::Q9CX34,Q61739,A2AKG8,,
2::Q62415,G3XA10;Q8VEK3,A2AL50,,
2::Q8BI58,Q9WTP7,A2ALV3,,
2::P15327;2::D3YUE8;2::D3Z223,Q9CQM9,A2ALW5,,
2::Q9CR57,Q8BU30,A2AMH5,,
2::A2AQA7,Q9DB20,A2AN08,,
2::Q9D1Q6,Q8C0L8,A2ANY6,,
2::P14733,Q8BU40,A2AP82,,
2::P97315,Q3TCH7,A2APB8,,
2::K3W4S6;2::V9GX26,B1ASZ3;Q64516,A2APR8,,
2::P62281,Q60864,A2APV2,,
2::Q9CWW7,Q99JY9,A2APY7,,
2::Q80VD1,Q8BJ71,A2AQC3,,
2::Q91WM1;2::A2BH82,Q9Z1M8,A2AQE2,,
2::G5E8N5,P11983,A2AQJ6,,
2::P47809;2::B1ATL6;2::M0QW52,E9PV73;P84075,A2AQN4,,
2::Q99LC3;2::A0A087WR38,P13745,A2AR02,,
2::Q9D0R2,Q80UU9,A2ARM1,,
2::Q5SSI6,F8WGG3;Q9JK81,A2AS98,,
2::G3UW85,Q9CWJ9,A2ASS6,,
2::A2AFI8,Q9DAM7,A2ASZ8,,
2::Q8R016;2::E9PY26;2::E9PZH4;2::E9QA53,Q08091,A2AT37,,
2::Q9JJI8,P19437,A2ATU9,,
2::Q9CQV1,A0A0A0MQK1;E9Q8H8;Q9Z2Y2,A2AUD5,,
2::Q642K5,P09411,A2AUM0,,
2::F6RPJ9,P23591,A2AVJ5,,
2::Q9Z2I8,Q8BXQ2,A2AVR9,,
2::Q01339;2::I7HJR3,P08113,A2AWA9,,
2::Q0VGT3,Q99LC3,A2AWT7,,
2::P63158;2::D3YVC6,E9PXV3;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2,A2AX52,,
2::Q7TMM9,Q4G0C7,A2BE28,,
2::Q04447,Q6ZQB6,A2BFF9,,
2::Q9JI91,B1AX58;Q99K51,A2CG35,,
2::Q8VHM5;2::A2AW40;2::A2AW41;2::F7B5B5;2::G3UXU5;2::S4R1E9;2::V9GWW3,Q8VHE0,A2CGA5,,
2::Q91V89,Q9ERU9,A2RSX9,,
2::P54728,Q8C754,A2TJV2,,
2::Q8BSE0,E9Q179;Q8C5Q4,A3KG36,,
2::Q80SU3,Q9JMH6,A3KG93,,
2::P97449,Q8BWR2,A3KGU9,,
2::Q9QYJ0,Q7TPR4,A3KGV1,,
2::F8VPK0,O35864,A3KMP2,,
2::Q6PDM2,Q8R0G9,A4QPD3,,
2::Q05915,O88851,A5D6P2,,
2::Q02053,Q9JME7,A6H5Y3,,
2::F6UK66,P11679,A6H611,,
2::Q8BXV2,Q8BZM1,A6H630,,
2::B2RXQ2,Q6PEV3,A6H644,,
2::E9QNX9,B1AUF1;B1AUF2,A6H686,,
2::Q6ZWQ0;2::D3YVK9;2::D3Z2J8;2::D3Z2P5;2::D3Z412;2::D6RH38;2::F6W8R9;2::F7BX34;2::Q6DFZ2;2::Q6ZWN0,Q9WVB3,A6H6A9,,
2::A0A0B4J1E7;2::D3YTN1,Q6A099;Q6DFZ1,A6H8H2,,
2::Q99L13,P26231,A6P3E4,,
2::P63037;2::B1AXX9;2::B1AXY0;2::B1AXY1,P46735;Q7TQD7,A6PWE0,,
2::Q8C1B7,Q6PE15,A6PWY4,,
2::Q9QYG0,Q9R1C7,A6X935,,
2::P19324,P97441,A7L9Z8,,
2::Q8BR65,Q6P1H6,A7TU71,,
2::P07356;2::B0V2N5;2::B0V2N7;2::B0V2N8,P11499,A8DIL0,,
2::Q9D6R2,Q9D1J3,A8DUK4,,
2::Q9WTP6;2::F7BP55,Q3UWK9,A9Z1V5,,
2::A2A7A7,Q9DBB4,B0V2P5,,
2::P62702;2::V9GWY0,Q925I1,B1APX2,,
2::A0A0A6YVZ0,Q9CQ65,B1AR69,,
2::Q61235,P26638;Q8C483,B1ARB3,,
2::S4R1L5,Q9Z0S1,B1ART2,,
2::A0A087WPM0;2::A0A087WNU1,Q8VDD5,B1ASP2,,
2::B2RQC6;2::E9QAT6;2::F6S3Z3;2::G3UWN2,G3X922,B1ATD4,,
2::O54879;2::A2AP78,Q9D0M0,B1ATI0,,
2::E9QJW0,Q9CPV4,B1ATP9,,
2::Q62165,O70252,B1ATV0,,
2::Q924Z4;2::D3YTM0,P61358,B1AU74,,
2::Q8R1M2;2::G3UWL7,P97807,B1AU75,,
2::P15532,O88569,B1AUF1,,
2::Q6NXL1,O55029,B1AUN2,,
2::Q99LB7,A0A087WS16;E9PWQ3;J3QQ16,B1AVB3,,
2::Q04997,Q9D172,B1AWD9,,
2::Q9R118,Q497Z0,B1AWN8,,
2::Q3UHJ0,O08796,B1AX58,,
2::Q3UGC7,A2AKI5;P43406,B1AXD8,,
2::Q3UQ44,Q9JJ28,B1AXZ5,,
2::B9EHJ3,Q8CFE2,B1AZ99,,
2::Q9Z1X2,Q7TMM9,B1AZP2,,
2::P47931,Q9D6R2,B1B0V2,,
2::A0A0A0MQA5;2::A0A087WQS4;2::A0A087WS35;2::A0A087WSB0,P70280,B2KF50,,
2::Q5SF07;2::A6X8Z3,P05201,B2KGF0,,
2::Q99PG2,Q8BIW1,B2RPU2,,
2::P62892,G5E8N5;P06151,B2RQ57,,
2::P43275,G3UZ26;P50431,B2RQC6,,
2::Q91YR9,Q8BP92,B2RQR2,,
2::Q8CF93,A2A5R2,B2RQR5,,
2::A0A087WRY3,Q8VDF2,B2RR82,,
2::Q9R111;2::D3YU09,O88983,B2RR83,,
2::D3YW48;2::Q9D7J7,D3YTY9;O08677,B2RRE7,,
2::P11438,Q8BIJ7,B2RSU7,,
2::P45376;2::D3YVJ7;2::G3X9Y6,Q91WS0,B2RUF0,,
2::P11531,P47856,B2RUJ5,,
2::Q9DBL1;2::E9Q5L3,Q9WV02,B2RUM3,,
2::Q8JZQ2,Q5XG67,B2RXC1,,
2::Q9WVA4;2::A0A0A6YXG6,Q8BKZ9,B2RXS4,,
2::P05064;2::A6ZI44;2::A6ZI46;2::D3YV98;2::D3YWI1;2::D3Z510;2::Q91Y97,Q810A7,B2RXT3,,
2::A0A0A6YX26;2::A0A0A6YXL3,P62313,B2RY56,,
2::Q62318,Q9ERI2,B7ZNL2,,
2::Q00PI9,Q91V76,B7ZNU9,,
2::A2A7Q5;2::F2Z499,Q9R0L6,B8JJ69,,
2::Q3UDE2;2::F2Z423,P52293,B8JJC1,,
2::Q9CXS4;2::F6SS03,G3X9G4;P39054,B8JK67,,
2::H3BLI9,Q8R3H9,B8JKV0,,
2::Q9CR00,P63323;Q6ZWZ6,B9EJ86,,
2::E9PWG9,A0A0A6YW67;E9Q5F6;E9Q9J0;P0CG49;P0CG50;P62983;P62984;Q5SX22,B9EJR8,,
2::D3YX87,E0CZ72;F8VQ42;P28740,B9EKI3,,
2::F6VW30;2::F6YY69,Q9DBR7,C0HKE1,,
2::P14115,D3YUG3;D3YUT3;D3Z5R8;D3Z722;Q9CZX8,C0LLJ0,,
2::A0A0A0MQF6;2::D3YYI5;2::S4R1N5;2::S4R1W1;2::S4R1W8;2::S4R257;2::V9GXA7,Q9Z1X4,C3VD30,,
2::P54775,P19096,D3YTQ3,,
2::P55264,Q9R0P5,D3YTS1,,
2::Q9CU62,Q99NF7,D3YTY6,,
2::M0QWP1,O55106,D3YUD2,,
2::Q9Z2L6,G3X9Y9;G5E8G6;P21271,D3YUP1,,
2::Q9QYE6,Q8JZN5,D3YUV1,,
2::Q922Q4,Q8K2B3,D3YVY9,,
2::Q8BG32;2::G3UWV7;2::G3UWW7;2::G3UXL5;2::G3UZ28;2::G3UZ33,Q99K67,D3YW42,,
2::P45878,E9QK62;Q8CHT1,D3YW86,,
2::P62774,Q62005,D3YWD3,,
2::Q9JHU4,G5E924,D3YWN7,,
2::O89103,E9Q7L0,D3YY09,,
2::F7AA26,Q9JLI8,D3YY91,,
2::Q9CT10,Q922U2,D3YYC3,,
2::O70423;2::A2A4I8,E9PVZ8;E9QAH1,D3YYU8,,
2::Q61142,A0A087WPF8;A0A087WQN8;A0A087WSR2;E9QN99,D3YZC8,,
2::F6ZDS4,E9PXM9,D3YZG8,,
2::Q9JK53,Q3UHQ6,D3YZP9,,
2::Q61655;2::Q8BZY3,Q5SF07,D3YZZ5,,
2::P12382,Q9QYB1,D3Z030,,
2::P50247;2::A2ALT5,E9QMC1,D3Z041,,
2::P31001,P61021,D3Z080,,
2::Q9WUR9;2::A2ARF6,Q9CR62,D3Z0M9,,
2::P02088;1::P02070;1::Q3SX09,Q8K411,D3Z0Y8,,
2::Q8BIJ7,P06801,D3Z2J4,,
2::P17710;2::B4YB29;2::D3YYR4;2::D3Z105,Q3V132,D3Z312,,
2::Q9CR86;2::A0A0A6YW52,P62821,D3Z3C1,,
2::Q640N1,Q8K224,D3Z3N4,,
2::A2AVR9,Q02257,D3Z442,,
2::Q9D281,Q9D273,D3Z4J3,,
2::Q8BWT1,B2RRE2;E9QAX2;K3W4L0;Q9JMH9,D3Z4P2,,
2::Q9D7X8,Q9CZU3,D3Z4S3,,
2::Q61133,Q6PAM1,D3Z4T0,,
2::P62754,F6RPJ9,D3Z4U5,,
2::Q99LB6;2::E0CYU5,G3UWV6;O35083,D3Z5F7,,
2::Q64514;2::A0A087WP19;2::A0A087WQR6;2::Q05DJ9,Q9ERV1,D3Z5N6,,
2::O08553,Q8VCH7,D3Z656,,
2::Q8VCW8,P11881,D3Z667,,
2::Q791V5;2::A2AFW6,P62717,D3Z6H8,,
2::P08226;2::E9Q327;2::G3UWN5,Q8BRB0,D3Z780,,
2::P51410;2::D3YZT0;2::D3Z629,Q8C7R4,D3Z7B5,,
2::P62830;2::A2A6F8,K3W4Q8;P18572,D3Z7F5,,
2::Q9JHI5,O35900,D3Z7P0,,
2::Q9CQE8,P23953,D3Z7X0,,
2::Q6PE01,Q61142,D6RH77,,
2::E9PZ00;2::J3QPG5,Q6PB66,E0CXT7,,
2::Q9ESP1,P57784,E0CYA9,,
2::P62301,E9QLS6;Q6PF93,E0CYH0,,
2::P14148;2::F6XI62,Q9Z179,E0CYQ0,,
2::P97390,Q8BHF7,E0CYV0,,
2::Q922Q8,Q8BIL5,E0CZ22,,
2::O54941,Q8R550,E0CZB3,,
2::Q9CZX8;2::D3YUG3;2::S4R223,Q99KF1,E9PUA3,,
2::P43883;2::B1AXR3,O70404,E9PUA7,,
2::P42208;2::D3YV76;2::D3YYB1;2::D3YZU7;2::D3Z1S1,Q6VN19,E9PUI5,,
2::P63254,P45376,E9PUQ5,,
2::Q91VI7,Q9Z1N5,E9PUS2,,
2::Q8BH97;2::D3YZP8;2::D3Z3A9,Q9CR98,E9PV22,,
2::Q8R0F8,Q99LR1,E9PV24,,
2::P68181,Q61781,E9PV36,,
2::D3Z7R6,Q9CQN6,E9PV41,,
2::E9PVX6,Q19LI2,E9PV45,,
2::Q99J77,Q8CIG8,E9PVA6,,
2::G3UWH9,Q91VR5,E9PVA8,,
2::Q61216;2::B2KF76,Q8CAA7,E9PVB7,,
2::A2BE93;2::A2BE92,Q9R1T2,E9PVN6,,
2::Q6ZWZ6;2::P63323,Q8BI38,E9PVP0,,
2::D3Z061,Q4PLS0,E9PVU0,,
